"Success_of_Movie","actor1","actor2","country","director","genre","id","language","released","runtime","writer"
"Success","Kim Sønderholm","Andrea Vagn Jensen","Denmark","Kasper Syhler","Drama","tt0406282","Danish","N/A",80,"Kasper Syhler"
"Success","Jessica Alba","Alessandro Nivola","USA","David Moreau","Horror","tt0406759","English",2008,98,"Sebastian Gutierrez"
"Success","Kevin Costner","Ashton Kutcher","USA","Andrew Davis","Action","tt0406816","English",2006,139,"Ron L. Brinkerhoff"
"Success","Shaun Austin-Olsen","Sarain Boylan","Canada","David Krae","Comedy","tt0406850","English",2006,110,"David Krae"
"Failure","Jon Bon Jovi","Estella Warren","USA","Arthur Hiller","Comedy","tt0407038","English",2006,83,"Matty Simmons"
"Success","Peter Abraham","Rebecca Friese","USA","A.D. Liano","Comedy","tt0407194","English",2011,90,"Greg Boyd"
"Success","Tibor Szemzö","Mari Töröcsik","Hungary","Tibor Szemzö","Documentary","tt0407702","English",2006,79,"László Sári"
"Success","N/A","N/A","Argentina","Gabriel Corvi","Documentary","tt0407765","Spanish",2006,120,"N/A"
"Success","Wilt Chamberlain","Julius Erving","USA","Xavier Mitchell","Documentary","tt0407783","English","N/A",80,"Julie Dole"
"Success","Matt McGrath","Judah Friedlander","USA","David Munro","Comedy","tt0407814","English",2006,78,"Xandra Castleton"
"Success","Enikö Eszenyi","Ernõ Fekete","Hungary","Márta Mészáros","Drama","tt0407852","Hungarian",2009,103,"Márta Mészáros"
"Success","Gabi Szabó","Zsolt László","Hungary","Péter Tímár","Drama","tt0407867","Hungarian",2006,92,"Péter Tímár"
"Success","Leonardo DiCaprio","Matt Damon","USA","Martin Scorsese","Crime","tt0407887","English",2006,151,"William Monahan"
"Success","Zoltán Mucsi","László Sinkó","Hungary","Pater Sparrow","Sci-Fi","tt0408060","Hungarian",2009,91,"Judit Góczán"
"Success","Johnny Depp","Helena Bonham Carter","USA","Tim Burton","Drama","tt0408236","English",2007,116,"John Logan"
"Success","Pedro Albizu Campos","Rosie Perez","USA","Liz Garbus","Documentary","tt0408304","English",2006,86,"Roger Sherman"
"Success","Matt Walsh","Amy Poehler","USA","John Ennis","Comedy","tt0408336","English",2007,93,"Matt Besser"
"Success","Harrison Ford","Virginia Madsen","USA","Richard Loncraine","Crime","tt0408345","English",2006,105,"Joe Forte"
"Success","Laure Marsac","Denis Podalydès","France","Laure Marsac","Drama","tt0408469","French",2007,70,"Laure Marsac"
"Success","Janus Dissing Rathke","Nicolas Bro","Denmark","Steen Rasmussen","Family","tt0408681","Danish",2006,90,"Rasmus Heisterberg"
"Success","Derek Byrne","Shawn Cash","USA","Sarah C. Kreutz","Drama","tt0408740","N/A",2006,103,"Sarah C. Kreutz"
"Success","Ben Stiller","Malin Akerman","USA","Bobby Farrelly","Comedy","tt0408839","English",2007,116,"Scot Armstrong"
"Success","Queen Latifah","LL Cool J","USA","Wayne Wang","Comedy","tt0408985","English",2006,112,"Jeffrey Price"
"Success","Ray Romano","Kevin James","USA","Jason Ensler","Comedy","tt0409043","English",2006,83,"William Tepper"
"Success","Josh Lucas","Kurt Russell","USA","Wolfgang Petersen","Action","tt0409182","English",2006,98,"Mark Protosevich"
"Success","Christine Baranski","Laura Benanti","USA","Fay Ann Lee","Comedy","tt0409301","English",2010,105,"Fay Ann Lee"
"Success","Caroline Aaron","Hugh Dillon","USA","Jennifer Lynch","Crime","tt0409345","English",2008,97,"Kent Harper"
"Success","Elizabeth Olsen","Oscar Isaac","USA","Charlie Stratton","Crime","tt0409379","English",2014,107,"Neal Bell"
"Success","Michal Suchánek","Ondrej Vetchý","Czech Republic","Jirí Chlumský","Comedy","tt0409398","Czech",2006,"N/A","Radek John"
"Success","Malin Akerman","Billy Crudup","USA","Zack Snyder","Action","tt0409459","English",2009,162,"David Hayter"
"Success","Jerry O'Connell","Jon Polito","Netherlands","Matt Checkowski","Comedy","tt0409681","English",2006,90,"Noah Hawley"
"Success","Peter Mullan","Daniel Brühl","Spain","Clive Gordon","Adventure","tt0409793","English",2006,90,"Paul Laverty"
"Success","Daniel Craig","Abigail Spencer","USA","Jon Favreau","Action","tt0409847","English",2011,119,"Roberto Orci"
"Success","Konstantin Khabenskiy","Mariya Poroshina","Russia","Timur Bekmambetov","Action","tt0409904","Russian",2007,132,"Timur Bekmambetov"
"Failure","Joan Severance","Corbin Bernsen","USA","Michael Valverde","Romance","tt0409962","English",2006,84,"Stephen L. Antczak"
"Success","Adriana Aizemberg","Davis Burgos","Argentina","Rodrigo Fürth","Drama","tt0410056","Spanish",2006,104,"Leonel D'Agostino"
"Success","Keanu Reeves","Sandra Bullock","USA","Alejandro Agresti","Drama","tt0410297","English",2006,99,"David Auburn"
"Success","Abigail Breslin","Jodie Foster","USA","Jennifer Flackett","Adventure","tt0410377","English",2008,96,"Joseph Kwong"
"Success","Tamlyn Tomita","Lane Nishikawa","USA","Lane Nishikawa","Drama","tt0410403","English",2006,99,"Lane Nishikawa"
"Success","Csaba Czene","Gergely Trócsányi","Hungary","György Pálfi","Comedy","tt0410730","Hungarian",2006,91,"Lajos Parti Nagy"
"Success","Gina Philips","Adam Rodriguez","USA","Jessica Kavana Dornbusch","Comedy","tt0410751","English",2006,96,"Jessica Kavana Dornbusch"
"Success","Carlos Puga","Keith Middleton","USA","Matt Pizzolo","Drama","tt0410757","English",2006,90,"Katie Nisa"
"Success","Al Pacino","Alicia Witt","USA","Jon Avnet","Crime","tt0411061","English",2008,108,"Gary Scott Thompson"
"Success","Cliff Chamberlain","Carmencristina Moreno","USA","Matt Hannon","Drama","tt0411204","English",2006,93,"Matt Hannon"
"Success","Juliet Stevenson","Tchéky Karyo","Canada","Joan Carr-Wiggin","Comedy","tt0411234","English",2008,118,"Joan Carr-Wiggin"
"Success","Mónica Dionne","Eduardo España","Mexico","Rodolfo Guzmán","Comedy","tt0411271","Spanish",2008,109,"Rodolfo Guzmán"
"Success","Vincent Cassel","Ludivine Sagnier","France","Jean-François Richet","Action","tt0411272","French",2008,133,"Abdel Raouf Dafri"
"Success","Maria Bello","Rufus Sewell","USA","Johan Renck","Drama","tt0411323","English",2009,102,"Pamela Cuming"
"Success","Julia Jones","Larry Bishop","USA","Larry Bishop","Action","tt0411475","English",2009,84,"Larry Bishop"
"Success","Ron Perlman","Selma Blair","USA","Guillermo del Toro","Action","tt0411477","English",2008,120,"Guillermo del Toro"
"Failure","Jeff Fahey","Kim Thomson","UK","David Fairman","Thriller","tt0411644","English",2007,102,"Wayne Kinsey"
"Success","Collin Stark","Ajay Vidure","USA","Ken Oelerich","Comedy","tt0411670","English",2009,87,"Ken Oelerich"
"Success","Geno Carvalho","Amelia Barrett","USA","Dante Oliviero","Drama","tt0411935","English","N/A","N/A","Dante Oliviero"
"Failure","Jon Foo","Kelly Overton","Japan","Dwight H. Little","Action","tt0411951","Japanese",2010,92,"Alan B. McElroy"
"Success","Gary Weeks","Branden Waits","USA","Damon O'Steen","Comedy","tt0412297","English",2006,99,"Gary Weeks"
"Success","Paul J. Alessi","Robert W. Arbogast","USA","Tony Mark","Horror","tt0412461","English",2007,90,"Tony Mark"
"Success","Daniel Baldwin","Danny Trejo","USA","Joe Knight","Drama","tt0412519","English",2007,89,"Joe Knight"
"Success","Matthew Goode","Thomas Morrison","UK","Julian Jarrold","Drama","tt0412536","English",2008,133,"Andrew Davies"
"Success","Mariusz Bonaszewski","Grzegorz Borek","Poland","Xawery Zulawski","Drama","tt0412572","Polish",2006,124,"Xawery Zulawski"
"Success","Steve Buscemi","Michael Pitt","USA","Tom DiCillo","Comedy","tt0412637","English",2007,107,"Tom DiCillo"
"Success","Maharaja","Esma Redzepova","USA","Jasmine Dellal","Documentary","tt0412796","English",2007,110,"N/A"
"Success","Demi Moore","Henry Ian Cusick","Germany","Craig Rosenberg","Drama","tt0412798","English",2006,110,"Craig Rosenberg"
"Success","Paul Giamatti","Michelle Williams","USA","Julian Goldberger","Drama","tt0412808","English",2008,112,"Harry Crews"
"Success","Steve Carell","Morgan Freeman","USA","Tom Shadyac","Comedy","tt0413099","English",2007,96,"Steve Oedekerk"
"Success","Ellie Cornell","Alana Curry","USA","Mike Nichols","Thriller","tt0413239","English","N/A","N/A","Anthony Masi"
"Success","Mike Myers","Eddie Murphy","USA","Chris Miller","Animation","tt0413267","English",2007,93,"Jeffrey Price"
"Success","Tobey Maguire","Kirsten Dunst","USA","Sam Raimi","Action","tt0413300","English",2007,139,"Sam Raimi"
"Success","Julia Roberts","Steve Buscemi","USA","Gary Winick","Comedy","tt0413895","English",2006,97,"Susannah Grant"
"Failure","Christian Blietz","Lea Mornar","Germany","Michael Stelzer","Comedy","tt0413896","German",2008,80,"Daniel Oliver Bachmann"
"Success","Jordi Mollà","Aimee King","UK","Shekhar Kapur","Biography","tt0414055","English",2007,114,"William Nicholson"
"Success","Nick Stahl","Leonardo Nam","USA","Carlos Brooks","Drama","tt0414426","English",2008,82,"Carlos Brooks"
"Success","Merab Ninidze","Anja Antonowicz","Finland","Nana Dzhordzhadze","Romance","tt0414428","Georgian",2008,90,"Irakli Kvirikadze"
"Success","Kevin James","Courteney Cox","Germany","Steve Oedekerk","Animation","tt0414853","English",2006,90,"Steve Oedekerk"
"Success","Michael Angelis","Lee Boardman","UK","Nicola Scott","Romance","tt0414976","English",2006,90,"Nicola Scott"
"Success","Mary Elizabeth Winstead","Ryan Merriman","Germany","James Wong","Fantasy","tt0414982","English",2006,93,"Glen Morgan"
"Success","Hugh Jackman","Rachel Weisz","USA","Darren Aronofsky","Drama","tt0414993","English",2006,96,"Darren Aronofsky"
"Success","Miroslav Krobot","Tilda Swinton","Hungary","Béla Tarr","Crime","tt0415127","French",2008,139,"Georges Simenon"
"Success","Jon Heder","Diane Keaton","USA","Tim Hamilton","Comedy","tt0415141","English",2007,93,"Hank Nelken"
"Failure","Tom Hardy","Michelle Van Der Water","UK","Jonathan English","Adventure","tt0415160","English",2006,93,"Nick Green"
"Success","Will Ferrell","John C. Reilly","USA","Adam McKay","Action","tt0415306","English",2006,108,"Will Ferrell"
"Failure","Matt Schulze","Cerina Vincent","USA","Nick Quested","Action","tt0415345","English",2006,90,"Thadd Turner"
"Success","Jeffrey M. Bell","Patrick M. Brady","USA","Dan Frank","Drama","tt0415483","English","N/A","N/A","Johnny Metheny"
"Failure","Raymond J. Barry","Aaron Brumfield","USA","Craig Sheffer","Comedy","tt0415489","English",2008,96,"Jeff Winiski"
"Success","Cuba Gooding Jr.","Angie Harmon","Germany","Andy Cheng","Action","tt0415778","English",2006,93,"J.C. Pollock"
"Success","Dakota Fanning","Granoldo Frazier","USA","Deborah Kampmeier","Drama","tt0415856","English",2007,102,"Deborah Kampmeier"
"Success","Daryl Sabara","Jami Gertz","USA","Scott Marshall","Comedy","tt0415949","English",2006,90,"Mark Zakarin"
"Success","Demián Bichir","Armando Hernández","Mexico","Javier 'Fox' Patrón","Crime","tt0415964","Spanish",2007,112,"Vicente Leñero"
"Success","John Cusack","Bobby Coleman","USA","Menno Meyjes","Comedy","tt0415965","English",2007,106,"Seth Bass"
"Success","Tadanobu Asano","Honglei Sun","Russia","Sergei Bodrov","Action","tt0416044","Mongolian",2008,126,"Arif Aliev"
"Success","David Boreanaz","Alana De La Garza","USA","Darin Ferriola","Comedy","tt0416051","English",2006,93,"Darin Ferriola"
"Success","Aleksey Serebryakov","Daniil Strakhov","Russia","Aleksandr Rogozhkin","Comedy","tt0416111","English",2006,140,"Aleksandr Rogozhkin"
"Success","Samuel L. Jackson","Josh Hartnett","USA","Rod Lurie","Drama","tt0416185","English",2007,112,"Michael Bortman"
"Success","Dakota Fanning","Queen Latifah","USA","Gina Prince-Bythewood","Drama","tt0416212","English",2008,114,"Gina Prince-Bythewood"
"Success","Andreas Müller","Ilka Welz","Germany","Valeska Grisebach","Drama","tt0416213","German",2006,88,"Valeska Grisebach"
"Success","Michael Madison","Jeris Poindexter","USA","Michael Madison","Drama","tt0416219","English",2006,88,"Michael Madison"
"Success","Freddie Highmore","Mary-Louise Parker","USA","Mark Waters","Adventure","tt0416236","English",2008,96,"Karey Kirkpatrick"
"Failure","Tony Todd","Debbie Allen","USA","Don Abernathy","Drama","tt0416263","English",2007,88,"Don Abernathy"
"Success","Aleksandr Bukharov","Oksana Akinshina","Russia","Nikolay Lebedev","Action","tt0416316","Russian",2006,136,"Nikolay Lebedev"
"Success","Gerard Butler","Lena Headey","USA","Zack Snyder","Action","tt0416449","English",2007,117,"Zack Snyder"
"Success","Penélope Cruz","Salma Hayek","France","Joachim Rønning","Action","tt0416496","English",2006,93,"Luc Besson"
"Success","Anne Hathaway","James McAvoy","UK","Julian Jarrold","Biography","tt0416508","English",2007,120,"Jane Austen"
"Success","Meryl Streep","Ye Liu","USA","Shi-Zheng Chen","Drama","tt0416675","Mandarin",2008,88,"Billy Shebar"
"Success","Lucia Antonia","Raoul Bova","Italy","Umberto Marino","Drama","tt0416737","Italian",2006,104,"Umberto Marino"
"Success","Tommi Eronen","Markku Peltola","Finland","Antti-Jussi Annila","Action","tt0416871","Finnish",2006,110,"Antti-Jussi Annila"
"Success","N/A","N/A","USA","Joshua Waletzky","N/A","tt0416877","English","N/A","N/A","N/A"
"Success","Josie Davis","Mayim Bialik","USA","David O'Malley","Comedy","tt0416887","English",2006,107,"Joanna Clare Scott"
"Success","Angela Pierce","Orson Bean","USA","Phil Gallo","Comedy","tt0416966","English","N/A",92,"Steve Bretschneider"
"Success","Kristoffer Joner","Ane Dahl Torp","Norway","Hans Petter Moland","Drama","tt0417046","Norwegian",2006,123,"Hans Petter Blad"
"Failure","Paris Hilton","Paula Garcés","USA","William Heins","Comedy","tt0417056","English","N/A",91,"Cheryl Guerriero"
"Success","Samuel L. Jackson","Julianna Margulies","Germany","David R. Ellis","Action","tt0417148","English",2006,105,"John Heffernan"
"Success","Mila Kunis","Nicki Aycox","USA","Ron Carlson","Comedy","tt0417205","English","N/A","N/A","Ron Carlson"
"Success","Gordon Michaels","Nicole DeHuff","UK","Ari Palitz","Comedy","tt0417220","English",2009,82,"Gordon Michaels"
"Success","André Benjamin","Big Boi","USA","Bryan Barber","Crime","tt0417225","English",2006,121,"Bryan Barber"
"Success","James Franco","Macka Foley","USA","Justin Lin","Drama","tt0417433","English",2006,108,"David Collard"
"Success","Jessica Anderson","Jim Belushi","USA","Damon Wayans","Drama","tt0417477","English",2006,104,"Damon Wayans"
"Success","Owen H.M. Smith","Victoria Pratt","USA","Scott LaRose","Comedy","tt0417547","English",2006,"N/A","Scott LaRose"
"Success","Peter Howitt","Saffron Burrows","UK","Peter Howitt","Drama","tt0417586","English",2008,110,"Stuart Browne"
"Success","Luis Machín","Esther Goris","Argentina","Alejandro Chomski","Fantasy","tt0417610","Spanish",2012,83,"Adolfo Bioy Casares"
"Success","Agnes Bruckner","Kelli Garner","USA","Jason Matzner","Drama","tt0417614","English",2007,88,"Tom Willett"
"Success","Edward Asner","Elliott Gould","USA","Haskell Wexler","Documentary","tt0417694","English",2007,82,"Harry Bridges"
"Success","Daniel Radcliffe","Michael Gambon","UK","David Yates","Adventure","tt0417741","English",2009,153,"Steve Kloves"
"Success","Woody Harrelson","Willie Nelson","USA","Michael P. Henning","Documentary","tt0417750","English",2010,90,"N/A"
"Success","John Malkovich","Veronica Ferres","Austria","Raoul Ruiz","Biography","tt0417871","English",2006,131,"Raoul Ruiz"
"Failure","Tim Lovelace","Daz Crawford","USA","Michael Kallio","Action","tt0417875","English",2012,86,"Michael Kallio"
"Failure","Sean Young","Christian Schoyen","USA","Allan Fiterman","Comedy","tt0417909","English","N/A",96,"Christian Schoyen"
"Success","John Schuk","David Dempster","USA","Murray Robinson","Drama","tt0418020","English",2006,89,"Murray Robinson"
"Success","Roxy China","Phil Davies Brown","USA","Lennie Williams","Horror","tt0418104","English",2007,"N/A","Lennie Williams"
"Success","Max Riemelt","Jessica Schwarz","Germany","Dominik Graf","Comedy","tt0418115","German",2006,128,"Karin Aström"
"Success","Cristin Aptowicz","Andy Buck","USA","Kyle Fuller","Documentary","tt0418171","English",2006,"N/A","N/A"
"Failure","Randy Wayne","Ben Ziff","USA","Bernard Murray Jr.","Comedy","tt0418206","English","N/A",95,"Bernard Murray Jr."
"Success","Denis Nikiforov","Ekaterina Guseva","Russia","Bakhtyar Khudojnazarov","Crime","tt0418221","Russian",2006,110,"Roman Khrushch"
"Success","Shia LaBeouf","Megan Fox","USA","Michael Bay","Action","tt0418279","English",2007,144,"Roberto Orci"
"Failure","Angus Macfadyen","Ana Claudia Talancón","USA","Kevin James Dobson","Crime","tt0418294","English",2006,90,"Michael Fallon"
"Success","Isaach De Bankolé","Kirk Acevedo","USA","Steven Kessler","Drama","tt0418451","English",2006,95,"Brady Hart"
"Success","Elizabeth Ashley","Jayce Bartok","USA","Mary Stuart Masterson","Comedy","tt0418586","English",2009,86,"Jayce Bartok"
"Success","Wotan Wilke Möhring","Dirk Benedict","Germany","Peter Thorwarth","Comedy","tt0418657","German",2006,134,"Peter Thorwarth"
"Success","Traci Lords","Paul Johansson","USA","Emily Skopov","Comedy","tt0418676","English",2006,91,"Emily Skopov"
"Success","Ryan Phillippe","Jesse Bradford","USA","Clint Eastwood","Drama","tt0418689","English",2006,135,"William Broyles Jr."
"Success","Tomás Masopust","Denisa Demeterová","Czech Republic","Dan Wlodarczyk","Romance","tt0418752","Czech",2006,"N/A","Jan Stehlík"
"Success","Gaspard Ulliel","Léo Legrand","France","Laurent Boutonnat","Adventure","tt0418758","French",2007,140,"Eugène Le Roy"
"Success","Jaroslav Dusek","Jirí Vymetal","Czech Republic","Pavel Göbl","Comedy","tt0418765","Czech",2006,"N/A","Pavel Göbl"
"Success","J.J. Ramirez","Ángel Salazar","USA","Ray Ellin","Documentary","tt0418823","English",2006,92,"N/A"
"Success","David Castro","Nicolas Salgado","USA","Joanna Lipper","Drama","tt0418835","English",2006,89,"Joanna Lipper"
"Success","Dennis Hopper","Billy Zane","Canada","Bennett Davlin","Drama","tt0418879","English",2007,98,"Anthony Badalucco"
"Failure","Akshay Kumar","Karisma Kapoor","India","Suneel Darshan","Drama","tt0418880","Hindi",2006,129,"Suneel Darshan"
"Failure","Tracy Scoggins","Larry Cashion","USA","Rob McKinnon","Horror","tt0418905","English",2006,102,"Jack Rhodes"
"Success","Nicolas Bro","Lene Maria Christensen","Denmark","Christoffer Boe","Drama","tt0418982","Danish",2006,93,"Christoffer Boe"
"Success","Fraser James","Djedje Apali","France","Éliane de Latour","Drama","tt0418985","French",2009,"N/A","Éliane de Latour"
"Success","Akshay Kumar","Sunil Shetty","India","Neeraj Vora","Comedy","tt0419058","Hindi",2006,153,"Neeraj Vora"
"Success","Thure Lindhardt","Stine Fischer Christensen","Denmark","Anders Morgenthaler","Animation","tt0419073","Danish",2006,82,"Mette Heeno"
"Failure","Kristi Casey","David Weber","USA","Bret Wood","Drama","tt0419081","English",2006,102,"Bret Wood"
"Failure","Lazar Ristovski","Neda Arneric","Serbia","Slobodan Sijan","Comedy","tt0419083","Serbian",2007,111,"Milos M. Radovic"
"Success","Trine Dyrholm","David Dencik","Denmark","Pernille Fischer Christensen","Comedy","tt0419146","Danish",2006,104,"Kim Fupz Aakeson"
"Failure","Blair Underwood","James Russo","USA","Ryan Combs","Drama","tt0419168","English",2007,97,"Marcus Bleecker"
"Success","Jeff Goldblum","Ed Begley Jr.","USA","Chris Bradley","Comedy","tt0419236","English","N/A",84,"N/A"
"Success","Sarah Louise Lilley","Xavier Jimenez-March","USA","Sherman Lau","Drama","tt0419286","English","N/A",91,"Sherman Lau"
"Success","Pilar Ixquic Mata","Tiaré Scanda","Mexico","Carlos Carrera","Comedy","tt0419396","Spanish",2006,100,"Diana Benítez"
"Success","Lucky Lehrer","Vic Bondi","USA","Paul Rachman","Documentary","tt0419434","English",2006,100,"Steven Blush"
"Success","Amitabh Bachchan","Salman Khan","India","Ravi Chopra","Drama","tt0419468","Hindi",2006,169,"Ravi Chopra"
"Success","Jeffrey Donovan","Samantha Mathis","USA","Robert Collector","Drama","tt0419491","English",2006,131,"Robert Collector"
"Success","Marta Aura","María Barranco","Mexico","Arturo Ripstein","Drama","tt0419626","Spanish",2009,119,"Paz Alicia Garciadiego"
"Success","Cameron Daddo","Chloe Mackey","USA","Maura Mackey","Drama","tt0419639","English",2006,"N/A","Maura Mackey"
"Success","Fernando Becerril","Fernanda Castillo","Mexico","Eduardo Lucatero","Comedy","tt0419656","Spanish",2007,"N/A","Eduardo Lucatero"
"Failure","Steffany Huckaby","Amanda Troop","USA","Robin Christian","Drama","tt0419692","English",2010,112,"Robin Christian"
"Failure","José Luis Gil","Andreu Buenafuente","Spain","Jose Pozo","Animation","tt0419704","Spanish",2007,90,"Miguel de Cervantes y Saavedra"
"Success","Vin Diesel","Alex Rocco","Germany","Sidney Lumet","Biography","tt0419749","English",2006,125,"Sidney Lumet"
"Success","Ron Livingston","Chris Penn","USA","Guy Moshe","Drama","tt0419815","English",2010,114,"Guy Jacobson"
"Success","N/A","N/A","N/A","Anne Aghion","Documentary","tt0419841","N/A","N/A",57,"N/A"
"Success","Adam Brody","Kelsey Keel","USA","Jon Kasdan","Comedy","tt0419843","English",2007,97,"Jon Kasdan"
"Success","Khalid Abdalla","Atossa Leoni","USA","Marc Forster","Drama","tt0419887","Dari",2008,128,"David Benioff"
"Failure","John Cena","Robert Patrick","USA","John Bonito","Action","tt0419946","English",2006,92,"Michelle Gallagher"
"Success","Ana Graham","Dagoberto Gama","Mexico","Ignacio Ortiz","Drama","tt0419963","Spanish",2007,90,"Ignacio Ortiz"
"Success","Billy Bob Thornton","Seann William Scott","USA","Craig Gillespie","Comedy","tt0419984","English",2007,87,"Michael Carnes"
"Failure","Khalil Maasi","Tiffany Jaide Hightower","USA","Damon Diddit","Drama","tt0420055","English",2007,107,"Damon Diddit"
"Success","Marylouise Burke","Woody Harrelson","USA","Robert Altman","Comedy","tt0420087","English",2006,105,"Garrison Keillor"
"Success","Will Ferrell","William Dick","USA","Marc Forster","Comedy","tt0420223","English",2006,113,"Zach Helm"
"Success","Matthew Broderick","Dustin Hoffman","UK","Sam Fell","Animation","tt0420238","English",2008,93,"Kate DiCamillo"
"Success","Billy Crudup","Michael Angarano","USA","Kyle Patrick Alvarez","Biography","tt0420293","English",2015,122,"Tim Talbott"
"Success","Jordana Brewster","Taylor Handley","USA","Jonathan Liebesman","Horror","tt0420294","English",2006,91,"Sheldon Turner"
"Success","Andrew May","Jack Hourigan","USA","William C. Laufer","Drama","tt0420550","English",2006,94,"William C. Laufer"
"Success","Sigourney Weaver","Toby Jones","USA","Douglas McGrath","Biography","tt0420609","English",2006,110,"Douglas McGrath"
"Success","Ben Affleck","Rebecca Romijn","USA","Mike Binder","Comedy","tt0420757","English",2006,96,"Mike Binder"
"Success","Sapphire Boyce","Christian Byers","Australia","Peter Cattaneo","Drama","tt0420835","English",2006,86,"Peter Cattaneo"
"Success","Val Lauren","Julian Acosta","USA","Henry Barrial","Drama","tt0420974","English",2007,95,"Henry Barrial"
"Success","Ronnie Marmo","Natalia Livingston","USA","Danny Cistone","Comedy","tt0420999","English",2009,"N/A","Ronnie Marmo"
"Success","Patrick Fugit","Olivia Wilde","USA","Scott Lew","Comedy","tt0421045","English",2008,79,"Scott Lew"
"Success","Sonny Mandal","Archana Puran Singh","USA","Kavi Raz","Drama","tt0421061","English","N/A","N/A","Kavi Raz"
"Success","Keanu Reeves","Forest Whitaker","USA","David Ayer","Action","tt0421073","English",2008,109,"James Ellroy"
"Success","Sam Riley","Samantha Morton","UK","Anton Corbijn","Biography","tt0421082","English",2007,122,"Deborah Curtis"
"Success","Jennifer Ehle","Patrick Baladi","USA","Dan Wilde","Drama","tt0421116","English",2008,100,"Dan Wilde"
"Success","Sara Contreras","Marilyn Martinez","USA","Scott L. Montoya","Comedy","tt0421135","English","N/A",90,"N/A"
"Failure","Andrew Keegan","Lacey Chabert","USA","Jason Carvey","Action","tt0421143","English",2007,93,"Jason Carvey"
"Failure","Sean Patrick Flanery","Bret Loehr","Mexico","Arturo Ruiz-Esparza","Adventure","tt0421156","English",2008,93,"Billie Letts"
"Success","Dwayne Johnson","Xzibit","USA","Phil Joanou","Crime","tt0421206","English",2006,125,"Jeff Maguire"
"Failure","Pat Morita","Eric Roberts","USA","Babar Ahmed","Action","tt0421237","English",2009,90,"Babar Ahmed"
"Success","Gordon Sterne","Haidée Augusta","USA","Colin Bishop","Comedy","tt0421244","English",2008,84,"Colin Bishop"
"Success","Gabrielle Anwar","Henry Ian Cusick","USA","Bob Degus","Drama","tt0421539","English",2008,98,"Michele McGuire"
"Success","Cate Blanchett","Brad Pitt","USA","David Fincher","Drama","tt0421715","English",2008,166,"Eric Roth"
"Failure","Martin Lawrence","Nia Long","USA","John Whitesell","Comedy","tt0421729","English",2006,99,"Don Rhymer"
"Failure","Marcus Alias","Melvin Austin","USA","Larry Anderson","Horror","tt0422067","English",2006,80,"Lia Scott Price"
"Success","Nicole Kidman","Robert Downey Jr.","USA","Steven Shainberg","Biography","tt0422295","English",2006,122,"Erin Cressida Wilson"
"Success","Katy Haywood","Ken Byrnes","USA","Todd Rohal","Comedy","tt0422366","English",2006,98,"Todd Rohal"
"Success","Kurtwood Smith","Richard Edson","USA","David Scott Hay","Drama","tt0422399","English",2006,90,"David Scott Hay"
"Success","Joel David Moore","Amara Zaragoza","USA","Adam Green","Comedy","tt0422401","English",2010,85,"Adam Green"
"Success","Christopher Masterson","Lyndsy Fonseca","USA","Nicholas Peterson","Drama","tt0422479","English",2006,"N/A","Nicholas Peterson"
"Success","Kirsten Dunst","Jason Schwartzman","USA","Sofia Coppola","Biography","tt0422720","English",2006,123,"Sofia Coppola"
"Success","Hamilton von Watts","Lisa Sheridan","USA","Jason S. Dennis","Comedy","tt0422734","English","N/A",84,"Joey Berlin"
"Success","Sven Wollter","Eva Rexed","Sweden","Erik Leijonborg","Crime","tt0422764","Swedish",2006,91,"Björn Carlström"
"Failure","Ice Cube","Nia Long","Canada","Steve Carr","Comedy","tt0422774","English",2007,92,"Hank Nelken"
"Success","Clint Jung","Melissa George","USA","Steven Sawalich","Biography","tt0422783","English",2007,94,"Bret McKinney"
"Success","Parker Posey","Danny DeVito","USA","Billy Kent","Comedy","tt0422861","English",2007,88,"Sarah Bird"
"Success","Aggracyst","Deadlee","USA","Alex Hinton","Documentary","tt0422952","English",2006,95,"N/A"
"Success","Julian Sands","Eriq Ebouaney","France","Eric Valli","Adventure","tt0422963","English",2006,90,"Philippe Lyon"
"Success","Filip Blazek","Marie Dolezalová","Czech Republic","Karin Babinská","Comedy","tt0422981","Czech",2007,90,"Karin Babinská"
"Success","Jim Byrnes","Jiayang Cheng","Canada","Michael French","Drama","tt0423073","English","N/A",100,"Michael French"
"Failure","Fay Masterson","Sandrine Holt","South Korea","Andrew C. Erin","Horror","tt0423116","English",2009,92,"Andrew C. Erin"
"Success","Maggie Gyllenhaal","Michelle Hurst","USA","Laurie Collyer","Drama","tt0423169","English",2007,96,"Laurie Collyer"
"Success","José Maria Alves","Rúbia Rafaelle da Silva","USA","Kirill Mikhanovsky","Drama","tt0423232","Portuguese",2007,111,"Kirill Mikhanovsky"
"Success","Shia LaBeouf","Jeff Bridges","USA","Ash Brannon","Animation","tt0423294","English",2007,85,"Don Rhymer"
"Success","Lou Diamond Phillips","Bruce Weitz","USA","Stephen Purvis","Drama","tt0423372","English",2007,94,"Chris Haddock"
"Failure","Donald Faison","Eddie Kaye Thomas","USA","Demian Lichtenstein","Action","tt0423474","English",2010,95,"Eddie Guerra"
"Success","Ian Michaels","Christina Mauro","USA","Bob Gebert","Romance","tt0423783","English",2007,83,"Bob Gebert"
"Success","Anton Yelchin","Robert Downey Jr.","USA","Jon Poll","Comedy","tt0423977","English",2008,97,"Gustin Nash"
