"Success_of_Movie","actor1","actor2","country","director","genre","id","language","released","runtime","writer"
"Failure","Jonathan Pryce","Monica Keena","USA","Anthony Gaudioso","Drama","tt2429278","English",2017,105,"Anthony Gaudioso"
"Failure","Tom Sizemore","Sarah Habel","USA","Dagen Merrill","Sci-Fi","tt2449638","English",2017,81,"Kevin Burke"
"Success","Lamira Faro","Vaibhav Hanshu","India","Suman Ganguli","Drama","tt2457544","Hindi",2017,134,"Suman Ganguli"
"Success","Chanel Ryan","Megan Jay","USA","William Scherer","Drama","tt2470060","English",2016,110,"William Scherer"
"Failure","Scott Eastwood","Malcolm McDowell","USA","Jesse Thomas","Comedy","tt2487028","English",2017,93,"Jesse Thomas"
"Failure","Marcus Carroll","Abigail Hamilton","UK","Tudley James","Comedy","tt2516500","English",2017,83,"Tudley James"
"Success","Loren Acuña","Gustavo Garzón","Argentina","Hernan Aguilar","Action","tt2520046","Spanish",2017,94,"Hernan Aguilar"
"Failure","Lance Henriksen","Harry Lennix","USA","Steven Karageanes","Horror","tt2523096","English",2017,85,"Steven Karageanes"
"Success","Mark Hamill","Carrie Fisher","USA","Rian Johnson","Action","tt2527336","English",2017,152,"Rian Johnson"
"Success","Kiki Melendez","Valenzia Algarin","USA","Erick M. Crespo","Documentary","tt2529396","English",2014,88,"Lyn McCullough"
"Failure","Bella Thorne","Chandler Riggs","USA","Sean Carter","Horror","tt2531334","English",2017,89,"Joseph Dembner"
"Success","Jacob Tremblay","Owen Wilson","USA","Stephen Chbosky","Drama","tt2543472","English",2017,113,"Stephen Chbosky"
"Failure","Eric Roberts","Garrett Hines","USA","Mike Mayhall","Action","tt2545936","English",2017,85,"Mike Mayhall"
"Success","Scarlett Byrne","Gavin Stenhouse","Germany","Alex Tavakoli","Action","tt2560792","English",2017,82,"Alex Tavakoli"
"Success","Michael Caine","Richie Moriarty","USA","Zach Braff","Comedy","tt2568862","English",2017,96,"Theodore Melfi"
"Success","Jon Bernthal","Imogen Poots","Canada","Jamie M. Dagg","Drama","tt2582498","English",2017,93,"Benjamin China"
"Success","Henry Cavill","Nicholas Hoult","USA","Fernando Coimbra","Drama","tt2582576","English",2017,113,"Chris Roessner"
"Success","Zoey Deutch","Kathryn Hahn","USA","Max Winkler","Comedy","tt2582784","English",2018,90,"Alex McAulay"
"Success","Matthias Schoenaerts","Adèle Exarchopoulos","Belgium","Michaël R. Roskam","Crime","tt2586120","French",2017,130,"Thomas Bidegain"
"Success","Victoria Justice","Eden Sher","USA","Peter Hutchings","Comedy","tt2597760","English",2017,95,"Dominique Ferrari"
"Success","Jakob Oftebro","Rifka Lodeizen","Netherlands","Boudewijn Koole","Drama","tt2610248","N/A",2017,90,"Jolein Laarman"
"Failure","Stephen Dorff","Lili Taylor","USA","Alexandre Bustillo","Horror","tt2620590","English",2017,90,"Kim Henkel"
"Success","Angaangaq Angakkorsuaq","Nicole Ansari-Cox","USA","Varushka Franceschi","Drama","tt2636186","English",2017,90,"Varushka Franceschi"
"Success","George Azarias","Andrew Challen","Mongolia","Ivo Marloh","Documentary","tt2636480","English",2018,90,"Ivo Marloh"
"Success","Linda Cardellini","Skeet Ulrich","USA","Will Raée","Comedy","tt2658538","English",2017,104,"Brenna Graziano"
"Success","Martin Compston","Tina Maskell","USA","Jonathan Mostow","Action","tt2674358","English",2017,91,"John Brancato"
"Success","Brian Cox","Miranda Richardson","UK","Jonathan Teplitzky","Biography","tt2674454","English",2017,105,"Alex von Tunzelmann"
"Failure","Montetré","Peter Lewis","USA","Montetré","Drama","tt2707842","English","N/A","N/A","Montetré"
"Success","Ronda Rousey","Gary Stretch","Canada","Gary Stretch","Documentary","tt2710166","English",2017,100,"Gary Stretch"
"Success","Natalia Dyer","Kyra Sedgwick","USA","Batan Silva","Drama","tt2728784","English","N/A",98,"Fernando Diez Barroso"
"Success","Ângelo Torres","Miguel Hurst","Portugal","Jorge António","Adventure","tt2749334","Portuguese",2017,77,"Virgílio Almeida"
"Success","Ewan McGregor","Logan Gillies","UK","Danny Boyle","Drama","tt2763304","English",2017,117,"John Hodge"
"Failure","Christopher Showerman","Mara New","USA","Brooks Campbell","Thriller","tt2766804","English",2017,102,"Brooks Campbell"
"Success","Emma Watson","Dan Stevens","USA","Bill Condon","Family","tt2771200","English",2017,129,"Stephen Chbosky"
"Success","Peter Bart","Scotty Bowers","USA","Matt Tyrnauer","Documentary","tt2773246","English",2018,98,"N/A"
"Success","Miles Teller","Beulah Koale","USA","Jason Hall","Biography","tt2776878","English",2017,109,"Jason Hall"
"Success","Osamah Sami","Don Hany","Australia","Jeffrey Walker","Comedy","tt2782692","English",2017,110,"Andrew Knight"
"Failure","Olga Fonda","Steve Wilcox","Mexico","Joaquin Rodriguez","Horror","tt2783862","Spanish",2017,"N/A","Alberto Haggar"
"Success","Josh Carpenter","Heather Boaz","USA","Jean-Paul Tremblay","Comedy","tt2784914","English","N/A",85,"Jean-Paul Tremblay"
"Success","Eugenio Becker","Lituania Ceballos","Mexico","Juan Carlos Blanco","Mystery","tt2788684","Spanish",2017,"N/A","Juan Carlos Blanco"
"Success","Heather Fink","Marshall Stratton","USA","Heather Fink","Comedy","tt2807580","English",2017,80,"Heather Fink"
"Success","David Wenham","Emmanuelle Béart","New Zealand","Pan Nalin","Drama","tt2814628","English",2018,102,"Dianne Taylor"
"Success","Lewis Castillo","Ruth Emeterio","Dominican Republic","Yoel Morales","Drama","tt2822810","Spanish",2017,"N/A","Cristian Mojica"
"Failure","Malcolm McDowell","Luke Goss","USA","Price Hall","Crime","tt2827058","English",2017,113,"Bill Badalato"
"Success","Vincent Piazza","Dash Mihok","USA","Tom Sierchio","Drama","tt2850480","English",2017,106,"Tom Sierchio"
"Failure","Andy Goldenberg","Emily O'Brien","USA","Ricardo Herrera","Comedy","tt2852500","English",2017,90,"Ricardo Herrera"
"Success","Sam Worthington","Octavia Spencer","USA","Stuart Hazeldine","Drama","tt2872518","English",2017,132,"John Fusco"
"Success","Michael McKiddy","Kim Matula","USA","Ryan Moulton","Comedy","tt2886714","English",2017,108,"Michael McKiddy"
"Success","N/A","N/A","USA","Josh Howard","Documentary","tt2891456","English",2017,77,"N/A"
"Success","Allisun Zagar","Carla Brown","USA","Forrest Peterson","Horror","tt2898904","English",2014,93,"Chris Conkling"
"Failure","Dean Kirkright","Kahli Williams","Australia","Sam Curtain","Action","tt2901896","English",2017,78,"Danny Beaton"
"Failure","Marie Barker","Greg Garrison","USA","Torey Haas","Adventure","tt2909966","English",2015,80,"Torey Haas"
"Success","Jessica Jade Andres","Michael Andricopoulos","USA","Montgomery Markland","Mystery","tt2914760","English",2017,95,"Montgomery Markland"
"Failure","Caroline Munro","Honey Holmes","UK","Tony Jopia","Comedy","tt2917484","English",2017,108,"Garry Charles"
"Failure","Joe Perrino","Samantha Soule","USA","Damian Voerg","Action","tt2920294","English",2017,108,"Damian Voerg"
"Failure","Blaine Gray","Simon Phillips","UK","Simon Phillips","Sci-Fi","tt2923834","English",2017,107,"Paul Tanter"
"Failure","Alexander Bannerman","Diego Boneta","USA","Chris Robert","Drama","tt2926924","English",2017,83,"Chris Robert"
"Failure","Cas Anvar","Walter Koenig","USA","E.J. De la Pena","Sci-Fi","tt2928840","English",2017,50,"E.J. De la Pena"
"Failure","Bryan Brewer","Allie Rivera","USA","Faouzi Brahimi","Horror","tt2931376","English",2017,86,"Bryan Brewer"
"Success","Mandy Moore","Claire Holt","UK","Johannes Roberts","Adventure","tt2932536","English",2017,89,"Johannes Roberts"
"Failure","Eaoifa Forward","Dan Paton","UK","C.A. Cooper","Horror","tt2935390","English",2017,90,"C.A. Cooper"
"Success","George Babluani","Vincent Rottiers","France","Géla Babluani","Thriller","tt2935516","French",2017,90,"Géla Babluani"
"Success","Natassia Malthe","Dominique Swain","USA","Mitch Gould","Action","tt2936390","English","N/A","N/A","Mitch Gould"
"Success","Evangeline Lilly","Owen Atlas","USA","Eli Craig","Comedy","tt2937366","N/A",2017,94,"Eli Craig"
"Failure","Thomas Turgoose","Andrew Lee Potts","UK","Michael Anderson","Comedy","tt2938464","English",2017,90,"Michael Anderson"
"Failure","John Schneider","Tommy 'Tiny' Lister","USA","Demetrius Navarro","Action","tt2940482","English",2017,83,"Jerry Bryant"
"Success","Reeth Mazumder","Sabyasachi Chakraborty","Bangladesh","Swapan Ahmed","Action","tt2943024","Bengali",2017,"N/A","Maliha K. Ahmed"
"Failure","Alice Keedwell","Daniel Mansfield","UK","Richard Mansfield","Horror","tt2951616","English",2017,71,"Richard Mansfield"
"Failure","Sarah Bolger","Colm Meaney","Ireland","Conor McDermottroe","Comedy","tt2955304","English",2017,95,"Conor McDermottroe"
"Success","Eion Bailey","Bethany Joy Lenz","USA","Phil Volken","Action","tt2957760","English",2017,108,"Phil Volken"
"Success","Bob Odenkirk","Amber Tamblyn","USA","Michael Paul Stephenson","Comedy","tt2962984","English",2017,65,"Eric Hoffman"
"Failure","Ken Jeong","Jim Jefferies","N/A","Darren Grant","Comedy","tt2967226","N/A",2017,80,"Peter Hoare"
"Success","Evan Gamble","Layton Matthews","USA","Layton Matthews","Adventure","tt2976766","English",2017,84,"Layton Matthews"
"Success","Steve Madden","N/A","USA","Ben Patterson","Documentary","tt2987718","English","N/A",77,"Ben Patterson"
"Success","Katie McNamara","Makinnon O'Brien","USA","Brooks Benjamin","Family","tt2994262","English",2016,81,"Brooks Benjamin"
"Success","Brittany Snow","Al Pacino","USA","Johnny Martin","Crime","tt3011960","English",2017,98,"Michael Caissie"
"Success","Jackie Chan","Dave Franco","USA","Charlie Bean","Animation","tt3014284","English",2017,101,"Bob Logan"
"Success","Jason Alan Smith","Carlee Avers","USA","Michael Mongillo","Crime","tt3021984","English",2017,82,"Matt Giannini"
"Failure","Joe Adler","Mouzam Makkar","USA","Robert Mearns","Horror","tt3024324","English",2017,102,"Robert Mearns"
"Success","Rebecca Grant","Richard Syms","UK","Chris Hastings","Horror","tt3025342","English",2017,"N/A","James Collins"
"Success","Juan Acosta","Pablo Astiazarán","Mexico","Jose Julian Vazquez","Drama","tt3037576","Spanish",2017,"N/A","Jose Julian Vazquez"
"Success","Asta Paredes","Catherine Corcoran","USA","Lloyd Kaufman","Action","tt3039472","English",2017,72,"Travis Campbell"
"Success","Robert Vaughn","Catherine Curtin","USA","Victoria Negri","Drama","tt3044664","English",2016,87,"Victoria Negri"
"Success","Martin Santander","Irit Hoffenberg","USA","Filip Maciejewicz","Action","tt3060698","English",2017,85,"Berenika Maciejewicz"
"Success","Sam Elliott","Cary Elwes","USA","Sean Conant","History","tt3066808","English","N/A","N/A","Sean Conant"
"Success","Ernie Hudson","Kevin Sorbo","USA","Bill McAdams Jr.","Drama","tt3100052","English",2015,104,"Bill McAdams Jr."
"Success","Blaze Berdahl","Susan Blommaert","USA","John Campopiano","Documentary","tt3109830","English",2017,75,"John Campopiano"
"Failure","James Duval","Rachel Jane Conn","USA","Corynn Egreczky","Drama","tt3118920","English",2017,99,"Corynn Egreczky"
"Failure","Whitney Moore","Aric Cushing","Canada","Bob Schultz","Drama","tt3121200","English",2017,76,"Robert Conway"
"Success","Harry Lennix","Aunjanue Ellis","USA","Aleta Chappelle","Drama","tt3122216","English",2015,128,"Aleta Chappelle"
"Success","Tommy Chong","Booboo Stewart","USA","Gerald Brunskill","Comedy","tt3122608","English",2017,100,"Jessica Brody"
"Success","Emily Mortimer","Bill Nighy","Spain","Isabel Coixet","Drama","tt3127022","English",2017,110,"Isabel Coixet"
"Success","Richard Turner","Johnny Thompson","USA","Luke Korem","Documentary","tt3127902","English",2017,85,"Bradley Jackson"
"Success","Reza Brojerdi","Erkan Acar","Germany","Adolfo J. Kolmerer","Action","tt3130560","German",2017,120,"Arend Remmers"
"Success","Gianni Capaldi","Shaun Paul Piccinino","USA","B. Luciano Barsuglia","Horror","tt3132614","English","N/A",83,"B. Luciano Barsuglia"
"Success","Christiane Paul","Francesco Mazzini","USA","Michael Glover","Comedy","tt3135074","English",2017,110,"Michael Glover"
"Failure","Michael Markiewicz","Armand Assante","USA","Phil Falcone","Drama","tt3147284","English",2017,107,"John DeMeo"
"Failure","Brian Cory","Alex Acosta","USA","Mike Stahl","Horror","tt3148978","English",2017,85,"Mike Stahl"
"Success","Melissa Benoist","Blake Jenner","USA","Bradley Buecker","Crime","tt3151710","English",2017,90,"Blake Jenner"
"Success","Jake Johnson","Rony Shemon","USA","Joe Swanberg","Comedy","tt3155328","English",2017,88,"Jake Johnson"
"Success","Jacqui Holland","Tony Todd","USA","Johnny Kearns","Horror","tt3164064","English",2016,"N/A","Jacqui Holland"
"Success","Edmund Digby-Jones","Kyle Calderwood","UK","Gary Meyer","Comedy","tt3167458","English",2014,"N/A","Gary Meyer"
"Success","Ari Schneider","Ryan Barton-Grimley","USA","Ryan Barton-Grimley","Comedy","tt3168640","English",2016,87,"Ryan Barton-Grimley"
"Success","Bill Milner","Maisie Williams","UK","Adam Randall","Action","tt3171832","English",2017,90,"Joe Barton"
"Success","Sylvester Stallone","Matthew McConaughey","USA","Derek Wayne Johnson","Documentary","tt3180122","English",2017,"N/A","Derek Wayne Johnson"
"Failure","Mayra Leal","Tom Long","USA","Chuck Norfolk","Comedy","tt3180402","English",2017,83,"Chuck Norfolk"
"Success","Aneurin Barnard","Barry Pepper","Canada","George Mendeluk","Drama","tt3182620","English",2017,103,"Richard Bachynsky Hoover"
"Success","Olga Segura","Sofía Garza","Mexico","Carlos Algara","Drama","tt3183402","Spanish",2017,81,"Carlos Algara"
"Failure","Aleksander Ristic","Cynthia Bravo","USA","R.D. Womack II","Drama","tt3188492","English",2017,105,"N/A"
"Failure","Aeneas Middleton","David Masterson","USA","Aeneas Middleton","Horror","tt3195826","N/A",2017,70,"Aeneas Middleton"
"Failure","Sunny Mabrey","Lance Broadway","USA","Ian Truitner","Crime","tt3198000","English",2017,89,"Ian Truitner"
"Success","Angela Austin","Dwayne Banks","USA","Thomas S. Nicol","Action","tt3198282","English",2014,105,"Brian Wolfman Black Bowman"
"Failure","Michael Chernus","Taylor Rae Almonte","USA","Oren Moverman","Crime","tt3203620","English",2017,120,"Herman Koch"
"Success","Addison Timlin","Ian Nelson","USA","Robert Mockler","Crime","tt3204632","N/A",2018,80,"Robert Mockler"
"Success","Lucy Griffiths","Aml Ameen","Nigeria","Anthony Onah","Drama","tt3212026","Yoruba",2017,91,"Anthony Onah"
"Failure","Farrah Abraham","Arielle Brachfeld","USA","Joston Theney","Horror","tt3223534","English",2017,93,"Joston Theney"
"Success","James Franco","Josh Peck","USA","John Berardo","Fantasy","tt3224036","English",2017,"N/A","Kristen Davila"
"Success","John Hennigan","Osric Chau","USA","Robert Kirbyson","Action","tt3229488","English",2017,86,"Josh Burnell"
"Failure","Lake Bell","Ed Helms","USA","Lake Bell","Comedy","tt3234084","English",2017,103,"Lake Bell"
"Success","Michael Chiklis","N/A","USA","Thomas Marchese","Documentary","tt3240622","English",2017,75,"Thomas Marchese"
"Success","Antonio Banderas","Jordi Mollà","Italy","Michael Radford","Biography","tt3244786","N/A",2017,"N/A","Anna Pavignano"
"Success","Ely LaMay","John Blyth Barrymore","USA","James L. Bills","Horror","tt3249124","English",2014,82,"James L. Bills"
"Success","Dax Shepard","Kurtwood Smith","USA","David E. Talbert","Comedy","tt3255590","English",2017,89,"Theodore Melfi"
"Success","David Blue","Talia Tabin","USA","America Young","Comedy","tt3257092","English","N/A",93,"John M. Keating"
"Success","Douglas Booth","Josh Burdett","Poland","Dorota Kobiela","Animation","tt3262342","English",2017,94,"Dorota Kobiela"
"Success","Chloë Grace Moretz","Ansel Elgort","USA","Sacha Gervasi","Crime","tt3266284","English",2017,85,"Steven Knight"
"Success","Luke Forbes","Lakeith Stanfield","USA","Matt Ruskin","Biography","tt3268340","English",2017,94,"Matt Ruskin"
"Success","Jennifer Brea","Omar Wasow","UK","Jennifer Brea","Documentary","tt3268850","English",2017,98,"Jennifer Brea"
"Success","Fernando Álvarez Rebeil","José Manuel Poncelis","Mexico","Ernesto Contreras","Drama","tt3278224","Spanish",2017,103,"Carlos Contreras"
"Success","Allison Dawn Doiron","Alex Vincent","USA","Don Mancini","Horror","tt3280262","English",2017,91,"Don Mancini"
"Success","Assen Blatechki","Snejana Makaveeva","Bulgaria","Assen Blatechki","Action","tt3284450","Bulgarian",2017,110,"Alexey Kozhuharov"
"Success","N/A","N/A","France","Ben Russell","Documentary","tt3288544","Serbian",2017,143,"Ben Russell"
"Failure","Maurice Demus","Michael Medford","USA","Craig Deering","Horror","tt3289080","English",2018,79,"Craig Deering"
"Failure","Richard Switzer","Ryan King Persaud","USA","Jared Cohn","Adventure","tt3291632","English",2017,78,"Joshua Barclay"
"Failure","Matthew Pohlkamp","Joanna Krupa","USA","André Gordon","Thriller","tt3295354","English",2017,86,"Danny Finnerty"
"Success","Ricardo Mestre","Carla Adell","Mexico","Joseph Hemsani","Drama","tt3296156","Spanish",2017,123,"Abe Rosenberg"
"Success","Hadewych Minis","Halina Reijn","Netherlands","Nicole van Kilsdonk","Drama","tt3296558","Dutch",2017,99,"Peer Wittenbols"
"Success","Rosamund Pike","Jack O'Connell","France","Cédric Jimenez","Action","tt3296908","English","N/A",120,"Laurent Binet"
"Failure","Frank Grillo","Minnie Driver","USA","Aram Rappaport","Crime","tt3297382","English",2017,84,"Aram Rappaport"
"Success","Thomas Gullestad","Jonathan Rhys Meyers","N/A","Harald Zwart","War","tt3300980","English",2017,135,"Petter Skavlan"
"Success","Barry Corbin","Coby Ryan McLaughlin","USA","Gary Wheeler","Drama","tt3305388","English",2017,"N/A","Gary Wheeler"
"Success","Yu Xia","Ni Yan","China","Dayyan Eng","Comedy","tt3308358","Mandarin",2017,110,"Justin Malen"
"Failure","Brian Krause","Jaimi Paige","USA","Drew Gabreski","Horror","tt3311020","English",2017,99,"Gerald Nott"
"Failure","Stephanie Schildknecht","Roxane Hayward","South Africa","Dan Tondowski","Action","tt3313054","English",2017,95,"Dan Tondowski"
"Success","Hugh Jackman","Patrick Stewart","Canada","James Mangold","Action","tt3315342","English",2017,137,"James Mangold"
"Failure","Natalie Brown","Jonathan Watton","Canada","Roxanne Benjamin","Horror","tt3322892","English",2017,80,"Jack Ketchum"
"Failure","Brina","Mickey Gilmore","USA","Wes Williams II","Crime","tt3324852","N/A",2017,83,"Ralph Celestin"
"Success","Selton Mello","Ralph Ineson","Brazil","Bernardo Dutra","Drama","tt3332372","English",2017,"N/A","N/A"
"Success","Teresa Palmer","Max Riemelt","Australia","Cate Shortland","Drama","tt3335606","English",2017,116,"Shaun Grant"
"Failure","Serinda Swan","William Moseley","USA","Brent Ryan Green","Action","tt3343868","English",2017,93,"Jeff Goldberg"
"Success","Sammi Hanratty","Colby Arps","USA","Ben Browder","Action","tt3349578","English",2017,100,"Barry Wernick"
"Failure","Samantha Stewart","Ruth Reynolds","USA","Tom Costabile","Horror","tt3350996","English",2017,83,"Tom Costabile"
"Failure","Kevin Interdonato","Amanda Clayton","USA","Tony Germinario","Drama","tt3362238","English",2017,103,"Tony Germinario"
"Success","Judy Greer","Daniel Doheny","Canada","Kyle Rideout","Comedy","tt3364264","N/A",2017,"N/A","Josh Epstein"
"Success","Mark Wahlberg","Anthony Hopkins","China","Michael Bay","Action","tt3371366","English",2017,154,"Art Marcum"
"Success","Luis Arrieta","Juan Pablo Castañeda","Mexico","Sergio Sánchez Suárez","Comedy","tt3373262","Spanish",2017,104,"Andronico Gonzalez"
"Success","Ted DiBiase","Ted DiBiase Jr.","USA","Peter Ferriero","Documentary","tt3375972","English",2017,95,"N/A"
"Success","Stephen Baldwin","Tina Louise","USA","Ken Kushner","Drama","tt3378384","English",2017,98,"Rob DePalo"
"Success","Frida Farrell","Gabriel Olds","USA","Rudolf Buitendach","Drama","tt3390376","English","N/A",94,"Frida Farrell"
"Failure","Ben Lettieri","Keith Chanter","UK","Ben Lettieri","Action","tt3394674","English",2017,89,"Sean Fitzgibbon"
"Success","Bo Derek","Shelley Long","USA","Harvey Lowry","Family","tt3396114","English",2017,"N/A","Dave Matheny"
"Success","N/A","N/A","Australia","Tristan Barr","Drama","tt3401026","English","N/A",91,"Tristan Barr"
"Success","Kai Wang","Luyi Zhang","USA","Alec Su","Crime","tt3401392","Mandarin",2017,112,"Keigo Higashino"
"Success","Charlie Day","Ice Cube","USA","Richie Keen","Comedy","tt3401882","English",2017,91,"Van Robichaux"
"Success","Paapa Essiedu","Yassine Zeroual","USA","Kenneth Branagh","Crime","tt3402236","English",2017,114,"Michael Green"
"Success","Raj Arjun","Shubham Chintamani","India","Rahul Dholakia","Action","tt3405236","Hindi",2017,143,"Rahul Dholakia"
"Success","Vijay Sethupathi","Gayathrie","India","Ranjit Jeyakodi","Thriller","tt3407614","Tamil",2017,140,"Ranjit Jeyakodi"
"Success","Daniel Giménez Cacho","Lola Dueñas","Argentina","Lucrecia Martel","Drama","tt3409848","Spanish",2017,"N/A","Antonio Di Benedetto"
"Success","Jack Gore","Jet Jurgensmeyer","USA","Carlos Saldanha","Animation","tt3411444","English",2017,108,"Munro Leaf"
"Success","Aimee Teegarden","Virginia Madsen","USA","Kenny Ortega","Comedy","tt3411808","English",2017,"N/A","James Orr"
"Success","Edwyn Collins","Kim Deal","UK","Grant McPhee","Documentary","tt3414374","English",2017,109,"Grant McPhee"
"Success","Adelaide Clemens","Alex Russell","Australia","Luke Shanahan","Thriller","tt3415358","N/A",2017,"N/A","Luke Shanahan"
"Success","Joan Collins","Pauline Collins","UK","Roger Goldby","Comedy","tt3415992","English",2017,104,"Roger Goldby"
"Success","Timothée Chalamet","Alex Roe","USA","Elijah Bynum","Drama","tt3416536","N/A",2017,120,"Elijah Bynum"
"Success","Greg Grunberg","Salvator Xuereb","USA","Trey Batchelor","Thriller","tt3418854","English",2014,"N/A","Trey Batchelor"
"Failure","Alexandra Turshen","Keenan Henson","USA","Bradley Stryker","Adventure","tt3421124","English",2018,90,"Bradley Stryker"
"Success","Brankica Sebastijanovic","Milan Vasic","Serbia","Jug Radivojevic","Drama","tt3429340","Serbian",2017,90,"Ivana Mitic"
"Success","Paula Ortiz","Mireia Vallès","Spain","Pau Masó","Crime","tt3430694","Spanish",2017,97,"Dolors Coromina"
"Success","Shyam Fernando","Samanalee Fonseka","Sri Lanka","Kalpana Ariyawansa","Drama","tt3437498","Sinhalese","N/A",95,"Kalpana Ariyawansa"
"Success","Patricio Castillo","Alejandro Suárez","Mexico","Alfonso Serrano Maturino","Comedy","tt3442726","Spanish",2017,89,"Jorge Patiño"
"Failure","Eric Roberts","Paul Greene","USA","Nancy Criss","Family","tt3447876","English",2017,100,"Sylvia Nobel"
"Failure","Mark L. Young","Scout Taylor-Compton","USA","Jamie Marshall","Action","tt3449322","English",2017,94,"Jamie Marshall"
"Success","Andy Serkis","Woody Harrelson","Canada","Matt Reeves","Action","tt3450958","English",2017,140,"Mark Bomback"
"Success","Jimmy 'The Bee' Bennett","Sam Burns","UK","Lucy Townsend","Comedy","tt3455326","English",2017,73,"David Hardie"
"Failure","Julie Ann Dawson","Ox Baker","USA","Daniel Dahlstrom","Horror","tt3455996","English",2017,88,"Daniel Dahlstrom"
"Success","Jesse James","Mariana Paola Vicente","USA","Norman Gregory McGuire","Action","tt3458760","English",2018,98,"Norman Gregory McGuire"
"Failure","Rosario Dawson","Katherine Heigl","USA","Denise Di Novi","Drama","tt3462710","English",2017,100,"Christina Hodson"
"Success","Ellen Page","Peter Campion","Ireland","David Freyne","Drama","tt3463106","English",2018,95,"David Freyne"
"Failure","Sugar Lyn Beard","Tia Carrere","USA","Sean Hoessli","Comedy","tt3465026","English",2017,95,"Amanda Lockhart"
"Success","Johan Leysen","Kris Cuppens","Belgium","Kristof Hoornaert","Drama","tt3467362","Dutch",2018,110,"Kristof Hoornaert"
"Success","Nina West","N/A","USA","Gabrielle Burton","Documentary","tt3467900","English",2017,90,"Gabrielle Burton"
"Success","Steve Carell","Kristen Wiig","USA","Kyle Balda","Animation","tt3469046","English",2017,89,"Cinco Paul"
"Success","Clara Lago","Álex González","Spain","Hatem Khraiche","Drama","tt3469798","Spanish",2017,95,"Hatem Khraiche"
"Failure","Christopher D. Harder","Brinke Stevens","USA","Jason Paul Collum","Horror","tt3471520","English",2017,91,"Jason Paul Collum"
"Success","Karel Roden","Ales Bílík","Czech Republic","Václav Kadrnka","Drama","tt3474438","Czech",2017,87,"Václav Kadrnka"
"Success","Violett Beane","Elle LaMont","USA","Eric Pham","Drama","tt3480662","English","N/A",94,"Matthew Daley"
"Success","Gina Gershon","Nicky Whelan","Canada","Jonathan Baker","Drama","tt3481634","English",2017,105,"Chloe King"
"Success","Patricia Castelo Branco","Dennice Cisneros","USA","Tommy Swerdlow","Comedy","tt3482000","English",2017,75,"T.J. Bowen"
"Success","Will Arnett","Maya Rudolph","South Korea","Cal Brunker","Animation","tt3486626","English",2017,91,"Bob Barlen"
"Failure","Luke Goss","Robert Davi","USA","Luke Goss","Thriller","tt3499176","English",2017,96,"Luke Goss"
"Failure","Charlene Amoia","Clint Hummel","USA","Ayush Banker","Horror","tt3499358","English",2018,91,"Ayush Banker"
"Success","Antonio Banderas","Ben Kingsley","USA","Alain Desrochers","Action","tt3501112","English","N/A",88,"Tony Mosher"
"Success","Chris Hemsworth","Tom Hiddleston","USA","Taika Waititi","Action","tt3501632","English",2017,130,"Eric Pearson"
"Success","Amy Pietz","Quinton Aaron","USA","Ben Caird","Drama","tt3517776","English",2017,103,"Ben Caird"
"Success","Dave Franco","James Franco","USA","James Franco","Biography","tt3521126","English",2017,104,"Scott Neustadter"
"Success","James Russo","John Hennigan","USA","Demetrius Navarro","Comedy","tt3528764","English","N/A",89,"Enrico Natale"
"Failure","Jack Davenport","Brad William Henke","USA","Kellie Madison","Thriller","tt3529344","English",2018,85,"Nicky Hawthorne"
"Success","Roberto D'Antona","Michael Segal","Italy","Eros D'Antona","Horror","tt3530328","English","N/A",86,"Eros D'Antona"
"Success","Nikos Karathanos","Akilas Karazisis","Ireland","Brendan Muldowney","Adventure","tt3531202","English",2017,96,"Jamie Hannigan"
"Success","Tom Cruise","Domhnall Gleeson","USA","Doug Liman","Action","tt3532216","English",2017,115,"Gary Spinelli"
"Success","Zachary Quinto","Jenny Slate","USA","Brian Shoaf","Drama","tt3548028","English",2017,89,"Brian Shoaf"
"Failure","Brittany Anne Woodford","Jenny Curtis","USA","James S. 'Jamie' Brown","Horror","tt3561204","English",2017,84,"James S. 'Jamie' Brown"
"Success","James McAvoy","Alicia Vikander","Germany","Wim Wenders","Drama","tt3563262","English",2018,112,"Erin Dignam"
"Success","Regina Hall","Queen Latifah","USA","Malcolm D. Lee","Comedy","tt3564472","English",2017,122,"Erica Rivinoja"
"Success","Lane Hughes","Bill Pacer","USA","Jay Burleson","Comedy","tt3565472","English","N/A",83,"Jay Burleson"
"Failure","Jazmyne Van Houten","Cecilianna Arriola","N/A","Susan Engel","Comedy","tt3567168","English",2017,55,"Susan Engel"
"Failure","Dominic Cooper","Austin Stowell","UK","Simon West","Action","tt3567666","English",2018,95,"Duncan Falconer"
"Success","Eric Roberts","Courtney Mclaughlin","USA","Branislav R. Tatalovic","Drama","tt3568078","English",2016,"N/A","Alex Russo"
"Success","Justin Beahm","Joshua Benton","USA","John Callas","Horror","tt3568380","English",2015,"N/A","John Callas"
"Success","Yorick van Wageningen","Egbert Jan Weeber","Netherlands","Dennis Bots","Family","tt3568804","N/A",2017,100,"Karin van Holst Pellekaan"
"Success","Roni Jonah","Tonia L. Carrier","USA","Tonia L. Carrier","Comedy","tt3578022","English",2017,93,"Amy Austin"
"Success","Diana Prince","Lloyd Kaufman","USA","Joe Nardelli","Comedy","tt3581618","English","N/A","N/A","Anthony Abbas"
